,Unnamed: 0,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity,clinic_id
4639,4639,diaglab.by,https://diaglabby/onkological-panel/,определение cyfra-21-1 фрагмент цитокератина 19 в сыворотке крови,34.67,"('Артикул: 8069-167', 'https://diaglab.by/cyfra-21-1/', '2 рабочих дня (не включая день взятия биоматериала) ')",цитокератиновый фрагмент растворимые фрагменты цитокератина 19 фрагмент цитокератина 19 онкомаркер cyfra 21-1,cyfra-21-1 фрагмент цитокератина 19,0.9251974182396971,Диаглаб
4640,4640,diaglab.by,https://diaglabby/allergology/,определение общего иммуноглобулина е в сыворотке крови,9.54,"('Артикул: 3045-15013', 'https://diaglab.by/immunoglobulin-e/', '2 рабочих дня (не включая день взятия биоматериала) ')",анализ крови на иммуноглобулин еimmunoglobulin e quantitative ige,"ige общий иммуноглобулин е общий, ige total",0.6104264823879084,Диаглаб
4641,4641,diaglab.by,https://diaglabby/allergology/,"панель 1: ингаляционно-пищевая смешанная панель на 13 респираторных и 7 пищевых аллергенов, ige",86.18,"('Артикул: 6018', 'https://diaglab.by/allergoskrin-ingalyacionnaya-panel-1/', '1 рабочий день (не включая день взятия биоматериала) ')","ат класса g к пищевым аллергенам до 90 показателей ат к пищевым аллергенам, igg",антитела класса igg к панели пищевых аллергенов,0.6299577372933488,Диаглаб
4642,4642,diaglab.by,https://diaglabby/allergology/,"панель 3: педиатрическая, ige",96.45,"('Артикул: 6020', 'https://diaglab.by/pediatric-ige/', '1 рабочих дня (не включая день взятия биоматериала) ')",,,0.4603368057899548,Диаглаб
4643,4643,diaglab.by,https://diaglabby/allergology/,панель респираторные аллергены respiratory panel,88.95,"('Артикул: 6019', 'https://diaglab.by/respiratornaya-allergopanel/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.4930111511943872,Диаглаб
4644,4644,diaglab.by,https://diaglabby/allergology/,"панель 3: пищевые аллергены, ige",96.45,"('Артикул: 6021', 'https://diaglab.by/panel3-food/', '1 рабочий день (не включая день взятия биоматериала) ')","ат класса g к пищевым аллергенам до 90 показателей ат к пищевым аллергенам, igg",антитела класса igg к панели пищевых аллергенов,0.6445467052785228,Диаглаб
4645,4645,diaglab.by,https://diaglabby/infectious-diseases/,"сифилис-экспресс, суммарные антитела к бледной трепонеме рпр карбон",1.61,"('Артикул: 4041', 'https://diaglab.by/ekspress-diagnostika-sifilisa/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.3406297373494913,Диаглаб
4646,4646,diaglab.by,https://diaglabby/infectious-diseases/,исследование клинического материала на вич/спид определение антител к вирусным и бактериальным антигенам методом ифа с полуавтоматизированным расчетом,3.19,"('Артикул: 11001', 'https://diaglab.by/vich-spid-test/', '3 рабочих дня (не включая день взятия биоматериала) ')",,,0.2750928539682932,Диаглаб
4647,4647,diaglab.by,https://diaglabby/infectious-diseases/,определение hbs-антигена в сыворотке крови,15.17,"('Артикул: 3035', 'https://diaglab.by/gepatit-b-hbs-antigen/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.5158958517125567,Диаглаб
4648,4648,diaglab.by,https://diaglabby/infectious-diseases/,определение суммарных антител к вирусу гепатита с в сыворотке крови,21.15,"('Артикул: 3044', 'https://diaglab.by/gepatit-c-anti-hcv/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.50938174066432,Диаглаб
4649,4649,diaglab.by,https://diaglabby/infectious-diseases/,"пцр, качественное определение днк neisseria gonorrhoeae, chlamydia trachomatis, mycoplasma genitalium, trichomonas vaginalis урогенитальный соскоб",38.06,"('Артикул: 7118-11324', 'https://diaglab.by/inbioflor-ippp/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.4495989041455868,Диаглаб
4650,4650,diaglab.by,https://diaglabby/infectious-diseases/,лямблии суммарные антитела igagm lamblia intestinalis igagm,9.18,"('Артикул: 4030-234', 'https://diaglab.by/lamblia-summary/', '5 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на лямблии суммарные антитела к возбудителю лямблиоза ат общие к аг лямблий,"антитела к антигенам лямблий суммарные iga, igm, igg анти-lamblia intestinalis iga, igm, igg суммарные; anti-giardia lamblia iga, igm, igg total",0.592602025181868,Диаглаб
4651,4651,diaglab.by,https://diaglabby/infectious-diseases/,аскарида антитела ig g ascaris lumbricoides ig g,13.59,"('Артикул: 4029-237', 'https://diaglab.by/ascarida-igg/', '5 рабочих дней (не включая день взятия биоматериала) ')","анализ крови на антитела к аскариде аскарида ascaris lumbricoides, антитела igg",антитела к аскаридам igg anti-ascaris lumbricoides igg,0.8292812484225194,Диаглаб
